학교구분,학교코드,학교명,본분교,학제,지역,설립구분,관련법령,법인명,학교상태,중문학교명,영문학교명,addr,주소,Unnamed: 14,Unnamed: 15,Unnamed: 16,영문주소,중문주소,우편번호,학교개교일,학교홈페이지,총장(대학원장)명,"학교대표
번호","학교대표
팩스번호",x,y,lng,lat
대학,131.0,성결대학교,본교,대학교,경기,사립,고등교육법,성결신학원,기존,??大?,Sungkyul University,경기도 안양시 만안구 성결대학로 53 ,"경기도 안양시 만안구 성결대학로 53 (안양동, 성결대학교) ",경기도,안양시,만안구,"53, Seonggyeoldaehak-ro, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","53, Seonggyeoldaehak-ro, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",14097,1965-01-13,www.sungkyul.ac.kr,김상식,031-467-8114,031-449-0529,949431.815081927,1931351.12342771,126.928813840807,37.3798625927906
대학,139.0,수원가톨릭대학교,본교,대학교,경기,사립,고등교육법,광암학원,기존,水原加?立大?校,Suwon Catholic University,경기도 화성시 봉담읍 왕림1길 67 ,"경기도 화성시 봉담읍 왕림1길 67 (왕림리, 수원가톨릭대학교) ",경기도,화성시,봉담읍,"67, Wangnim 1-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","67, Wangnim 1-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18332,1984-03-02,www.suwoncatholic.ac.kr,곽진상,031-290-8822,031-227-4526,949797.426026172,1910604.40466065,126.9343448947678,37.19288084586418
대학,140.0,수원대학교,본교,대학교,경기,사립,고등교육법,고운학원,기존,水原大?敎,The University Of Suwon,경기도 화성시 봉담읍 와우안길 17 ,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) ",경기도,화성시,봉담읍,"17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18323,1981-12-26,www.suwon.ac.kr,박철수,031-220-2114,02-745-8545,953770.896880034,1912718.5720479,126.97898305387734,37.21214271175425
대학,145.0,아신대학교,본교,대학교,경기,사립,고등교육법,아세아연합신학대학원,기존,?神大?校,ACTS University,경기도 양평군 옥천면 경강로 1276 아신대학교,경기도 양평군 옥천면 경강로 1276 아신대학교,경기도,양평군,옥천면,"1276, Gyeonggang-ro, Okcheon-myeon, Yangpyeong-gun, Gyeonggi-do","1276, Gyeonggang-ro, Okcheon-myeon, Yangpyeong-gun, Gyeonggi-do",12508,1981-12-26,www.acts.ac.kr,정홍열,031-770-7700,031-772-5479,993734.159053346,1945771.64348614,127.42910089692376,37.51120362585948
대학,146.0,아주대학교,본교,대학교,경기,사립,고등교육법,대우학원,기존,?洲大?校,Ajou University,경기도 수원시 영통구 월드컵로 206 ,"경기도 수원시 영통구 월드컵로 206 (원천동, 아주대학교) ",경기도,수원시,영통구,"206, World cup-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","206, World cup-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16499,1973-03-15,www.ajou.ac.kr,박형주,031-219-2114,031-213-5158,959589.129770662,1920570.92387559,127.04412820844414,37.28319224783103
대학,147.0,안양대학교,본교,대학교,경기,사립,고등교육법,우일학원,기존,安?大?校,Anyang University,경기도 안양시 만안구 삼덕로37번길 22 ,"경기도 안양시 만안구 삼덕로37번길 22 (안양동, 안양대학교) ",경기도,안양시,만안구,"22, Samdeok-ro 37beon-gil, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","22, Samdeok-ro 37beon-gil, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",14028,1948-09-17,www.anyang.ac.kr/main.do,박노준,031-467-0700,031-467-0778,948700.671508704,1932678.48344082,126.92046361134985,37.39178641758674
대학,156.0,용인대학교,본교,대학교,경기,사립,고등교육법,단호학원,기존,?仁大?校,Yong In University,경기도 용인시 처인구 용인대학로 134 ,"경기도 용인시 처인구 용인대학로 134 (삼가동, 용인대학교) ",경기도,용인시,처인구,"134, Yongindaehak-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea","134, Yongindaehak-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea",17092,1953-06-15,www.yongin.ac.kr,한진수,031-8020-3114,031-332-6479,970647.791299203,1914194.06178199,127.16912930306928,37.22612661209445
대학,162.0,을지대학교,제2캠퍼스,대학교,경기,사립,고등교육법,을지학원,기존,乙支大?校,Eulji University,경기도 성남시 수정구 산성대로 553 ,"경기도 성남시 수정구 산성대로 553 (양지동, 을지대학교) ",경기도,성남시,수정구,"553, Sanseong-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","553, Sanseong-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13135,1967-03-21,www.eulji.ac.kr,홍성희,031-740-7424,031-740-7469,970354.331540019,1940119.33761449,127.1647842226366,37.45980134525624
대학,174.0,중앙대학교,제2캠퍼스,대학교,경기,사립,고등교육법,중앙대학교,기존,中央大?,Chung-Ang University,경기도 안성시 대덕면 서동대로 4726 ,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교) ",경기도,안성시,대덕면,"4726, Seodong-daero, Daedeok-myeon, Anseong-si, Gyeonggi-do, Republic of Korea","4726, Seodong-daero, Daedeok-myeon, Anseong-si, Gyeonggi-do, Republic of Korea",17546,1918-04-01,www.cau.ac.kr,박상규,031-670-3114~4114,031-675-1390,976300.569651252,1889142.79068183,127.23364126268028,37.00047133975043
대학,177.0,중앙승가대학교,본교,대학교,경기,사립,고등교육법,승가학원,기존,中央僧伽大?,Joong-Ang Sangha University,경기도 김포시 승가로 147 ,"경기도 김포시 승가로 147 (풍무동, 중앙승가대학) ",경기도,김포시,승가로,"147, Seungga-ro, Gimpo-si, Gyeonggi-do, Republic of Korea","147, Seungga-ro, Gimpo-si, Gyeonggi-do, Republic of Korea",10118,1979-03-18,admission.sangha.ac.kr,원종스님,031-980-7709,031-980-7778,929968.834984242,1956927.71757536,126.7065538143522,37.60911358720757
대학,184.0,칼빈대학교,본교,대학교,경기,사립,고등교육법,칼빈신학원,기존,加?文大?,Calvin University,경기도 용인시 기흥구 마북로 184 ,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교) ",경기도,용인시,기흥구,"184, Mabuk-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","184, Mabuk-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16911,1997-03-03,www.calvin.ac.kr,김근수,031-284-4753,031-284-4588,967094.346803281,1922973.07370851,127.12868574610746,37.30514050609547
대학,186.0,평택대학교,본교,대학교,경기,사립,고등교육법,피어선기념학원,기존,平?大?,Pyeongtaek University,경기도 평택시 서동대로 3825 ,"경기도 평택시 서동대로 3825 (용이동, 평택대학교) ",경기도,평택시,서동대로,"3825, Seodong-daero, Pyeongtaek-si, Gyeonggi-do, Republic of Korea","3825, Seodong-daero, Pyeongtaek-si, Gyeonggi-do, Republic of Korea",17869,1990-11-28,www.ptu.ac.kr,김문기(직무대행),031-659-8114,031-659-8011,967360.312898741,1888400.37363754,127.13319516289704,36.993511005527246
대학,187.0,차의과학대학교,본교,대학교,경기,사립,고등교육법,성광학원,기존,??科?大?校 ,CHA University,경기도 포천시 해룡로 120 ,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) 차의과학대학교",경기도,포천시,해룡로,"120, Haeryong-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","120, Haeryong-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11160,1996-12-11,www.cha.ac.kr,김동익,1899-2010,031)543-2716,968101.794477256,1984136.56845953,127.13738986546228,37.85646442067709
대학,194.0,한국항공대학교,본교,대학교,경기,사립,고등교육법,정석인하학원,기존,??航空大?,Korea Aerospace University,경기도 고양시 덕양구 항공대학로 76 ,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교) ",경기도,고양시,덕양구,"76, Hanggongdaehak-ro, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea","76, Hanggongdaehak-ro, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea",10540,1952-06-16,www.kau.ac.kr,허희영,02-300-0114,02-3158-5769,943873.400862683,1955702.74191614,126.86417515855378,37.599026963750575
대학,201.0,한세대학교,본교,대학교,경기,사립,고등교육법,한세대학교,기존,?世大?,Hansei University,경기도 군포시 한세로 30 ,경기도 군포시 한세로 30 (당정동) ,경기도,군포시,한세로,"30, Hanse-ro, Gunpo-si, Gyeonggi-do, Republic of Korea","30, Hanse-ro, Gunpo-si, Gyeonggi-do, Republic of Korea",15852,1953-05-10,www.hansei.ac.kr,김정일(직무대행),031-450-5114,031-450-5124,951539.510635407,1927565.42538686,126.95286781892604,37.34585292425484
대학,202.0,한신대학교,본교,대학교,경기,사립,고등교육법,한신학원,기존,?信大?,Hanshin University,경기도 오산시 한신대길 137 ,"경기도 오산시 한신대길 137 (양산동, 한신대학교) ",경기도,오산시,한신대길,"137, Hanshindae-gil, Osan-si, Gyeonggi-do, Republic of Korea","137, Hanshindae-gil, Osan-si, Gyeonggi-do, Republic of Korea",18101,1940-04-19,www.hs.ac.kr,강성영,031-379-0114,031-379-0039,958061.657412442,1910527.47540674,127.02746287566605,37.19259540559943
대학,204.0,한양대학교(ERICA),분교,대학교,경기,사립,고등교육법,한양학원,기존,??大?ERICA校?,Hanyang University Erica Campus,경기도 안산시 상록구 한양대학로 55 ,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교) ",경기도,안산시,상록구,"55, Hanyangdaehak-ro, Sangnok-gu, Ansan-si, Gyeonggi-do, Republic of Korea","55, Hanyangdaehak-ro, Sangnok-gu, Ansan-si, Gyeonggi-do, Republic of Korea",15588,1979-01-10,www.hanyang.ac.kr,김우승,031-400-5114,031-406-2809,941170.678847287,1921595.68841412,126.83628074829204,37.29144634846132
대학,207.0,협성대학교,본교,대학교,경기,사립,고등교육법,삼일학원,기존,?成大?校,Hyupsunguniversity,경기도 화성시 봉담읍 최루백로 72 ,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교) ",경기도,화성시,봉담읍,"72, Choerubaek-ro, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","72, Choerubaek-ro, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18330,1983-03-04,www.uhs.ac.kr,박명래,031-299-0900,031-227-3131,951404.440639509,1912801.00635446,126.95230804026914,37.21276543764706
대학,219.0,예원예술대학교,제2캠퍼스,대학교,경기,사립,고등교육법,예원예술대학교,기존,?苑??大?校,Yewon Arts University,경기도 양주시 은현면 예원대학로 56 ,경기도 양주시 은현면 예원대학로 56 ,경기도,양주시,은현면,"56, Yewondaehak-ro, Eunhyeon-myeon, Yangju-si, Gyeonggi-do","56, Yewondaehak-ro, Eunhyeon-myeon, Yangju-si, Gyeonggi-do",11429,2014-03-01,www.yewon.ac.kr,김홍대,031-869-0526,031-859-8114,959272.062372002,1983089.48794694,127.0370775667477,37.84667539371315
대학,233.0,신경대학교,본교,대학교,경기,사립,고등교육법,신경학원,기존,新京大?校,Shingyeong University,경기도 화성시 남양읍 남양중앙로 400-5 ,"경기도 화성시 남양읍 남양중앙로 400-5 (남양리, 신경대학교) ",경기도,화성시,남양읍,"400-5, Namyangjungang-ro, Namyang-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","400-5, Namyangjungang-ro, Namyang-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18274,2004-04-07,www.sgu.ac.kr/,유진우,031-369-9112,031-369-9116,941485.549753021,1911744.2776549,126.8406071207988,37.2026709779253
대학,247.0,한국공학대학교,본교,대학교,경기,사립,고등교육법,한국산업기술대학,기존,??工?大?校,Tech University of Korea,경기도 시흥시 산기대학로 237 ,"경기도 시흥시 산기대학로 237 (정왕동, 한국산업기술대학교) ",경기도,시흥시,산기대학로,"237, Sangidaehak-ro, Siheung-si, Gyeonggi-do, Republic of Korea","237, Sangidaehak-ro, Siheung-si, Gyeonggi-do, Republic of Korea",15073,2012-03-01,www.kpu.ac.kr,박건수,031-8041-1000,031-8041-0009,932107.375966596,1927020.07346789,126.73353903502702,37.339719568341565
대학,257.0,경인교육대학교,제2캠퍼스,교육대학,경기,국립,고등교육법,해당없음,기존,京仁?育大?校,Gyeongin National University Of Education,경기도 안양시 만안구 삼막로 155 ,"경기도 안양시 만안구 삼막로 155 (석수동, 경인교육대학교) ",경기도,안양시,만안구,"155, Sammak-ro, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","155, Sammak-ro, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",13910,2005-03-01,www.ginue.ac.kr,고대혁,031-470-6114,031-470-6139,948358.676238051,1937057.51734958,126.91629403519872,37.43123711193429
전문대학,416.0,경민대학교,본교,전문대학,경기,사립,고등교육법,경민학원,기존,?旼大?校,Kyungmin University,경기도 의정부시 서부로 545 ,"경기도 의정부시 서부로 545 (가능동, 경민대학) ",경기도,의정부시,서부로,"545, Seobu-ro, Uijeongbu-si, Gyeonggi-do, Republic of Korea","545, Seobu-ro, Uijeongbu-si, Gyeonggi-do, Republic of Korea",11618,1992-03-02,www.kyungmin.ac.kr,이연신,031-828-7722,031-828-7733,957786.489231433,1971674.48236366,127.02085769156936,37.743725525907074
전문대학,426.0,계원예술대학교,본교,전문대학,경기,사립,고등교육법,계원학원,기존,桂園??大?校,Kaywon University Of Art &  Design,경기도 의왕시 계원대학로 66 ,"경기도 의왕시 계원대학로 66 (내손동, 계원예술대학교) ",경기도,의왕시,계원대학로,"66, Gyewondaehak-ro, Uiwang-si, Gyeonggi-do, Republic of Korea","66, Gyewondaehak-ro, Uiwang-si, Gyeonggi-do, Republic of Korea",16038,1993-03-01,www.kaywon.ac.kr,권창현,031-420-1700,031-420-1729,953941.075703756,1931253.81593744,126.97975163550636,37.3792205396983
전문대학,440.0,김포대학교,본교,전문대학,경기,사립,고등교육법,김포대학,기존,金浦大?,Kimpo University,경기도 김포시 월곶면 김포대학로 97 ,"경기도 김포시 월곶면 김포대학로 97 (포내리, 김포대학교) ",경기도,김포시,월곶면,"97, Gimpodaehak-ro, Wolgot-myeon, Gimpo-si, Gyeonggi-do, Republic of Korea","97, Gimpodaehak-ro, Wolgot-myeon, Gimpo-si, Gyeonggi-do, Republic of Korea",10020,1996-03-01,ukp.ac.kr,박진영,031-999-4725,031-989-4389,915936.88195334,1970593.2279309,126.54601632537106,37.73109341406466
전문대학,441.0,농협대학교,본교,전문대학,경기,사립,고등교육법,농협학원,기존,??大?,Agricultural Cooperative University,경기도 고양시 덕양구 서삼릉길 281 ,"경기도 고양시 덕양구 서삼릉길 281 (원당동, 농협대학) ",경기도,고양시,덕양구,"281, Seosamneung-gil, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea","281, Seosamneung-gil, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea",10292,1962-12-28,www.nonghyup.ac.kr,최상목,031-960-4000,031-960-4333,944718.030097881,1962410.91193487,126.87323539279234,37.6595383782718
전문대학,448.0,대림대학교,본교,전문대학,경기,사립,고등교육법,대림학원,기존,大林大?,Daelim University College,경기도 안양시 동안구 임곡로 29 ,"경기도 안양시 동안구 임곡로 29 (비산동, 대림대학교) ",경기도,안양시,동안구,"29, Imgok-ro, Dongan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","29, Imgok-ro, Dongan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",13916,1977-06-24,www.daelim.ac.kr,황운광,031-467-4756,031-446-8729,949723.846641794,1933948.25860799,126.93193567608968,37.40328746603519
전문대학,450.0,동서울대학교,본교,전문대학,경기,사립,고등교육법,학산학원,기존,?首?大?校,Dong Seoul University,경기도 성남시 수정구 복정로 76 ,"경기도 성남시 수정구 복정로 76 (복정동, 동서울대학) ",경기도,성남시,수정구,"76, Bokjeong-ro, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","76, Bokjeong-ro, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13117,1978-03-15,www.du.ac.kr,유광섭,031-720-2114,031-721-1999,967204.003130795,1940215.16385562,127.12915854695338,37.460558666553645
전문대학,457.0,동남보건대학교,본교,전문대학,경기,사립,고등교육법,동남학원,기존,?南保健大?,Dongnam Health University,경기도 수원시 장안구 천천로74번길 50 ,"경기도 수원시 장안구 천천로74번길 50 (정자동, 동남보건전문대학) ",경기도,수원시,장안구,"50, Cheoncheon-ro 74beon-gil, Jangan-gu, Suwon-si, Gyeonggi-do, Republic of Korea","50, Cheoncheon-ro 74beon-gil, Jangan-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16328,1973-10-18,www.dongnam.ac.kr,김종완,031-249-6333,031-249-6349,954602.402689659,1922224.50286004,126.98777424380933,37.29786698108365
전문대학,461.0,동아방송예술대학교,본교,전문대학,경기,사립,고등교육법,공산학원,기존,??放送??大?,Dong-Ah Institute Of Media And Arts,경기도 안성시 삼죽면 동아예대길 47 ,"경기도 안성시 삼죽면 동아예대길 47 (진촌리, 동아방송예술대학교) ",경기도,안성시,삼죽면,"47, Dongayedae-gil, Samjuk-myeon, Anseong-si, Gyeonggi-do, Republic of Korea","47, Dongayedae-gil, Samjuk-myeon, Anseong-si, Gyeonggi-do, Republic of Korea",17516,1996-12-26,www.dima.ac.kr,최용혁,031-670-6600,031-670-6879,987354.105991367,1895649.26200204,127.35776252128174,37.059336753243045
전문대학,465.0,동원대학교,본교,전문대학,경기,사립,고등교육법,동원학원,기존,?元大?,Tongwon University,경기도 광주시 곤지암읍 경충대로 26 ,"경기도 광주시 곤지암읍 경충대로 26 (신촌리, 동원대학) ",경기도,광주시,곤지암읍,"26, Gyeongchung-daero, Gonjiam-eup, Gwangju-si, Gyeonggi-do, Republic of Korea","26, Gyeongchung-daero, Gonjiam-eup, Gwangju-si, Gyeonggi-do, Republic of Korea",12813,1995-12-27,www.tw.ac.kr,이걸우,1544-4114,031-763-9149,991025.218655781,1925370.71022889,127.39869679719396,37.32729180717647
전문대학,469.0,두원공과대학교,본교,전문대학,경기,사립,고등교육법,두원학원,기존,斗源工科大?校,Doowon Technical University,경기도 안성시 죽산면 관음당길 51 ,"경기도 안성시 죽산면 관음당길 51 (장원리, 두원공과대학교) ",경기도,안성시,죽산면,"51, Gwaneumdang-gil, Juksan-myeon, Anseong-si, Gyeonggi-do, Republic of Korea","51, Gwaneumdang-gil, Juksan-myeon, Anseong-si, Gyeonggi-do, Republic of Korea",17520,1994-03-01,www.doowon.ac.kr,조병섭,031-8056-7000,031-8056-7100,993139.302247807,1896374.25054184,127.42282609456808,37.06593220980655
전문대학,482.0,부천대학교,본교,전문대학,경기,사립,고등교육법,한길학원,기존,富川大?校,Bucheon University,경기도 부천시 원미구 신흥로56번길 25 ,"경기도 부천시 원미구 신흥로56번길 25 (심곡동, 부천대학) ",경기도,부천시,원미구,"25, Sinheung-ro 56beon-gil, Bucheon-si, Gyeonggi-do, Republic of Korea","25, Sinheung-ro 56beon-gil, Bucheon-si, Gyeonggi-do, Republic of Korea",14632,1979-03-08,www.bc.ac.kr,한정석,032-610-0114,032-663-0114,936285.277492787,1943542.16822111,126.77927563680674,37.48893074700039
전문대학,489.0,서울예술대학교,본교,전문대학,경기,사립,고등교육법,동랑예술원,기존,首???大?,Seoul Institute Of The Arts,경기도 안산시 단원구 예술대학로 171 ,"경기도 안산시 단원구 예술대학로 171 (고잔동, 서울예술대학) ",경기도,안산시,단원구,"171, Yesuldaehak-ro, Danwon-gu, Ansan-si, Gyeonggi-do, Republic of Korea","171, Yesuldaehak-ro, Danwon-gu, Ansan-si, Gyeonggi-do, Republic of Korea",15263,1962-04-12,www.seoularts.ac.kr,이남식,031-412-7100,031-412-7149,941195.078406823,1926358.84111771,126.83617861224609,37.33437983697464
전문대학,496.0,수원여자대학교,본교,전문대학,경기,사립,고등교육법,수원인제학원,기존,水原女子大?,Suwon Women'S University,경기도 수원시 권선구 온정로 72 ,"경기도 수원시 권선구 온정로 72 (오목천동, 수원여자대학) ",경기도,수원시,권선구,"72, Onjeong-ro, Gwonseon-gu, Suwon-si, Gyeonggi-do, Republic of Korea","72, Onjeong-ro, Gwonseon-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16632,1969-03-01,www.swc.ac.kr,장기원,031-290-8042,031-290-8297,952402.477682673,1917224.79868628,126.96327328510512,37.25269155429288
전문대학,497.0,수원과학대학교,본교,전문대학,경기,사립,고등교육법,고운학원,기존,水原科?大?校,Suwon Science College,경기도 화성시 정남면 세자로 288 ,"경기도 화성시 정남면 세자로 288 (보통리, 수원과학대학) ",경기도,화성시,정남면,"288, Seja-ro, Jeongnam-myeon, Hwaseong-si, Gyeonggi-do, Republic of Korea","288, Seja-ro, Jeongnam-myeon, Hwaseong-si, Gyeonggi-do, Republic of Korea",18516,1978-03-01,www.ssc.ac.kr/index.jsp,정원섭,031-350-2000,031-354-8988,954154.458154553,1910408.52436525,126.9834476680034,37.19133944311898
