시군명,공동주택구분,공동주택명정보,읍면동주소,지번주소,사용검사일자,층수,동수,세대수,의무관리대상여부
안양시,,무궁화한양.효성,신촌동,1055,1992-12-05,22,12,800,Y
안양시,,무림아파트,석수2동,275-2,1983-07-01,6,5,204,N
안양시,,미도아파트,안양6동,441-17,2001-05-03,9,2,37,N
안양시,,미도아파트,안양8동,371,1982-11-18,4,2,48,N
안양시,,미래엠피아,안양2동,815-13,2003-10-30,19,1,167,Y
안양시,,미랜드명학타워,안양6동,533-16,2009-10-05,20,1,80,N
안양시,,미륭,비산2동,406,1979-09-20,12,6,576,Y
안양시,,미주아파트,안양6동,423-3,1984-06-07,5,1,60,N
안양시,,박달금호,박달2동,149-1,1996-10-31,20,6,752,Y
안양시,,박달벽산,박달1동,107,1996-12-20,26,6,386,Y
안양시,,박달신안,박달2동,152,1991-09-04,15,2,296,Y
안양시,,박달신한,박달2동,111-1,1986-05-26,5,10,370,Y
안양시,,박달우성,박달2동,85,1990-05-29,15,10,1020,Y
안양시,,박달짜임아파트,박달1동,64-1.,2005-09-23,12,2,70,N
안양시,,박달한신휴플러스타운1차,박달1동,7-50,2005-06-29,25,2,178,Y
안양시,,박달한신휴플러스타운2차,박달1동,34,2006-05-22,24,1,205,Y
안양시,,박달한신휴플러스타운3차,박달1동,37,2009-12-02,22,5,392,Y
안양시,,범계마을호산아파트,호계2동,914-37,1999-12-17,17,1,116,N
안양시,,범계마을효성,호계2동,912,2000-10-14,22,2,370,Y
안양시,,부림아파트,관양2동,1471-2,1982-08-21,5,1,45,N
안양시,,비산e편한세상,비산2동,1165,2008-10-27,15,10,486,Y
안양시,,비산대광로제비앙,비산1동,1167,2017-01-05,24,3,219,Y
안양시,,비산롯데캐슬,비산2동,408,2003-09-27,25,16,955,Y
안양시,,비산삼성래미안,비산1동,425,2003-12-26,28,44,3806,Y
안양시,,비산성원,비산3동,1028-20,1995-12-11,18,1,282,Y
안양시,,비산한화꿈에그린,비산2동,572,2009-11-19,28,10,774,Y
안양시,,비산힐스테이트,비산2동,576-7,2005-11-09,23,7,551,Y
안양시,,빌로채주상복합,안양6동,533-6,2009-11-30,20,3,153,Y
안양시,,산정아파트,석수2동,256-1,1983-12-08,4,1,24,N
안양시,,삼덕진주아파트,호계3동,969-3,1985-12-24,5,2,90,N
안양시,,삼성래미안,안양1동,32874,2002-01-26,27,17,1998,Y
안양시,,삼아아파트,평촌동,118-5,1999-07-14,15,1,49,N
안양시,,삼아연립,안양8동,461-1,1984-06-16,3,2,60,N
안양시,,삼원연립,박달1동,45-7.,1982-08-27,3,2,28,N
안양시,,삼익아파트,안양6동,436-1,1978-11-07,12,1,132,N
안양시,,삼천리아파트,호계3동,843-1,1984-12-11,5,5,190,N
안양시,,삼호뉴타운1.2.3차,비산3동,354-10,1981-09-09,12,8,912,Y
안양시,,삼호뉴타운4차,비산3동,245,1985-08-05,12,10,474,Y
안양시,,삼호뉴타운5차,비산3동,341,1985-11-14,15,5,540,Y
안양시,,삼호수정,안양8동,377-1,1996-11-23,22,3,250,Y
안양시,,삼호우주아파트,호계3동,767-3,1994-11-26,16,1,148,N
안양시,,상남아파트,관양2동,1463-6,1988-05-13,5,1,30,N
안양시,,샘마을대우,갈산동,1121,1994-02-08,26,10,536,Y
안양시,,샘마을쌍용,갈산동,1117,1992-09-18,18,8,384,Y
안양시,,샘마을우방,갈산동,1116,1992-12-17,20,8,488,Y
안양시,,샘마을임광,갈산동,1115,1992-12-05,24,8,390,Y
안양시,,샘마을한양,갈산동,1121,1993-11-29,18,10,536,Y
안양시,,샛별한양4-1차,달안동,1101-2,1993-02-27,20,8,1262,Y
안양시,,샛별한양4-2.3차,달안동,"1101-6, 1101-8",1993-04-30,24,13,1482,Y
안양시,,서광아침의빛아파트,박달1동,57-7.,2007-02-08,14,1,62,N
안양시,,서부인터빌아파트,호계3동,767-2,2003-11-27,14,1,89,N
안양시,,서안이노빌,호계3동,967-20,2003-08-01,13,1,46,N
안양시,,석수2차e편한세상,석수1동,182-2,2006-01-20,27,4,231,Y
안양시,,석수e편한세상,석수1동,182-2,2002-05-30,27,20,1908,Y
안양시,,석수경남아너스빌,석수1동,168-4,2002-10-21,20,6,704,Y
안양시,,석수남광하우스토리,석수2동,485-8,2011-10-27,15,6,281,Y
안양시,,석수대주파크빌,석수1동,110-20,2005-04-29,20,2,256,Y
안양시,,석수두산위브,석수2동,417-3,2010-09-29,18,7,742,Y
안양시,,석수럭키,석수2동,296,1987-05-20,15,9,735,Y
안양시,,석수아이파크,석수3동,794,2009-09-30,30,15,1134,Y
안양시,,석수아파트,석수2동,308-5,1982-11-05,5,3,90,N
안양시,,석수역푸르지오,석수1동,374-5,2009-06-29,15,10,542,Y
안양시,,석수영풍마드레빌,석수3동,346-3,2003-05-30,23,1,206,Y
안양시,,석수지웰,석수2동,864,2016-01-20,15,2,90,N
안양시,,석수청광플러스원,석수2동,412,2010-05-26,15,1,48,N
안양시,,석수현대,석수2동,275-1,1999-11-24,26,7,1088,Y
안양시,,석수현진에버빌,석수2동,413-2,2007-12-14,15,3,154,Y
안양시,,성도아파트,비산1동,557-7,1982-09-15,5,1,30,N
안양시,,성원1차,안양3동,767,1995-11-13,25,8,934,Y
안양시,,성원2차,안양4동,714-27,1996-12-13,16,2,171,Y
안양시,,성원5차,안양5동,618-77,1997-04-18,21,1,192,Y
안양시,,성원상떼빌3차아파트,안양3동,773-3,2003-06-11,12,1,87,N
안양시,,세림아파트,안양2동,15008,1983-12-09,5,3,70,N
안양시,,세창짜임아파트,호계2동,932-3,2005-09-12,14,1,83,N
안양시,,송림아파트,석수2동,265-3,1981-04-24,5,1,30,N
안양시,,수리산 흥화브라운빌,안양9동,1094-1,2003-11-29,15,3,224,Y
안양시,,수리산성원쌍떼빌1차,안양4동,709-16,2006-12-27,23,5,469,Y
안양시,,수리산성원쌍떼빌2차,안양5동,708-196,2007-02-13,22,7,436,Y
안양시,,수리산파크원,안양6동,588-10,2010-12-17,10,1,54,N
안양시,,수리산현대홈타운,안양9동,10601060-2,2001-11-13,16,4,356,Y
안양시,,수리산힐스테이트,안양9동,1059-1,2006-10-30,22,5,441,Y
안양시,,수정아파트,관양1동,1440-9,1986-06-26,5,1,50,N
안양시,,신라아파트,관양2동,1469-2,1988-04-14,12,1,30,N
안양시,,신라아파트,안양2동,16103,1983-01-15,5,1,60,N
안양시,,신라아파트,안양6동,441-7,2002-08-29,12,1,37,N
안양시,,신성안양미소지움,안양9동,752-20,2008-09-29,13,3,115,N
안양시,,신일해피트리아파트,관양1동,1455,2007-05-01,15,1,80,N
안양시,,신태양아파트,관양2동,1461-10,1984-01-07,5,1,42,N
안양시,,신평촌일성트루엘파크,호계1동,1280,2018-03-30,29,2,200,Y
안양시,,신흥아파트,안양2동,44925,1985-11-20,5,1,36,N
안양시,,아리랑1차아파트,관양1동,1414-2,1987-09-08,5,1,40,N
안양시,,아리랑3차아파트,관양1동,1414-14,1988-05-06,5,1,40,N
안양시,,아리랑5차아파트,관양1동,1421-4,1988-10-26,5,1,34,N
안양시,,아리랑6차아파트,관양1동,1404-23,1990-03-24,5,2,65,N
안양시,,아리랑타워아파트,관양1동,1409,1996-02-13,17,1,46,N
안양시,,아크로리버,호계3동,713,2007-04-06,23,2,210,Y
안양시,,안양 명학역유보라 더스마트,안양7동,1410,2020-01-21,26,2,200,Y
안양시,,안양 벽산,안양4동,627-72,1985-09-23,11,3,275,Y
안양시,,안양 주공뜨란채,안양1동,1380,2004-11-15,25,11,1093,Y
안양시,,안양관양 행복주택,관양2동,1498-21,2018-03-26,9,1,56,N
안양시,,안양극동스타클래스,박달2동,139-202,1991-12-31,12,3,312,Y
안양시,,안양대우,안양2동,70,1991-09-18,15,5,498,Y
안양시,,안양동 삼성,안양2동,11689,1994-12-09,25,4,366,Y
안양시,,안양세양청마루주상복합,안양6동,435-9,2008-11-13,19,1,271,Y
안양시,,안양센트럴헤센2차아파트,안양7동,433,2021-03-25,24,1,132,N
안양시,,안양센트럴헤센아파트,안양6동,433-2,2020-07-30,25,2,188,Y
안양시,,안양씨엘포레자이,안양6동,585-2,2021-10-07,27,13,1394,Y
안양시,,안양역 한양수자인 리버파크,안양1동,29312,2019-01-25,29,4,419,Y
안양시,,양수아파트,호계3동,848-2,1984-12-17,5,2,100,N
안양시,,영풍주상복합아파트,호계3동,801-4,1996-06-26,15,1,47,N
안양시,,영화아이닉스아파트,안양2동,817-15,2003-06-11,20,1,136,N
안양시,,영화아파트,비산3동,1015,1988-10-27,6,1,48,N
안양시,,오승아파트,안양3동,911-46,1988-10-25,5,2,80,N
안양시,,우성1차아파트,안양9동,735,1988-12-23,5,4,210,N
안양시,,우성2차아파트,안양9동,730-1,1989-10-12,6,2,168,N
안양시,,우성3차아파트,안양9동,730-6,1997-05-30,6,1,71,N
안양시,,우양파크빌,안양6동,552-9,2002-12-31,13,1,69,N
안양시,,원주아파트,관양1동,1455-2,1986-09-30,5,2,80,N
안양시,,유환3차아파트,호계3동,970-17,1988-03-02,5,2,75,N
안양시,,율목주공,안양9동,969-1,2000-05-14,20,4,339,Y
안양시,,은하구청구,부흥동,1104,1992-06-13,23,6,502,Y
안양시,,은하수벽산,부흥동,1103,1992-05-30,18,9,620,Y
안양시,,은하수신성,부흥동,1103-4,1992-11-17,18,8,508,Y
안양시,,이너스내안에아파트,관양1동,1443-7,2010-03-19,14,1,52,N
안양시,,이너스내안에아파트,안양2동,845-7,2008-02-12,19,1,131,N
안양시,,인덕원 삼성,관양2동,1510-1,1998-12-10,25,13,1314,Y
안양시,,인덕원대림1차,평촌동,33970,2000-10-30,22,2,180,Y
안양시,,인덕원대림2차,평촌동,101,2004-11-20,23,10,862,Y
안양시,,인덕원푸른마을대우,평촌동,27426,2001-04-28,26,17,1996,Y
안양시,,일곡숲연립주택,석수2동,868,2018-11-14,6,2,60,N
안양시,,일신건영장미,호계3동,819-2,2000-10-27,19,1,168,Y
안양시,,일신아파트,호계2동,920-4,1996-11-01,14,1,130,N
안양시,,일진아파트,비산2동,571-2,1983-11-07,5,1,20,N
안양시,,임곡그린빌,비산1동,1155,2003-03-31,25,18,2044,Y
안양시,,임곡휴먼시아2차,비산1동,1163,2007-07-10,20,6,492,Y
안양시,,장은한양아파트,안양9동,1036-1,2001-05-26,9,1,49,N
안양시,,적성4차아파트,박달1동,103,1984-10-29,6,3,178,N
안양시,,적성5차아파트,박달1동,103-1,1985-11-28,5,1,70,N
안양시,,적성아파트,석수2동,284-1,1983-11-05,6,2,72,N
안양시,,정우,안양3동,911-1,1985-12-11,13,2,351,Y
안양시,,정화아파트,호계3동,970-21,1983-11-24,5,1,49,N
안양시,,진우아파트,호계1동,1002-9,1986-08-04,5,1,30,N
안양시,,진흥5차,안양3동,908-4,1987-08-03,12,5,432,Y
안양시,,창덕에버빌,관양2동,1488-39,2002-10-14,20,1,160,Y
안양시,,천평대아파트,평촌동,113,2003-03-05,15,1,64,N
안양시,,청광플러스원아파트,평촌동,97-1.,2008-10-27,8,1,41,N
안양시,,청도아파트,호계1동,997,1980-10-08,6,1,44,N
안양시,,청운아파트,비산3동,1030-2,1988-11-19,5,1,20,N
안양시,,청호아파트,안양9동,734-1,1991-02-25,6,1,72,N
안양시,,초원LG,평안동,897-7,1993-10-23,23,9,656,Y
안양시,,초원대림,평안동,898-2,1993-11-15,25,12,1035,Y
안양시,,초원대원,평안동,898-6,1993-07-31,19,9,752,Y
안양시,,초원부영,평안동,896-6,1992-12-31,15,13,1743,Y
안양시,,초원성원,평안동,898,1992-08-22,21,5,368,Y
안양시,,초원세경,평안동,896-2,1996-07-26,21,6,709,Y
안양시,,초원한양,평안동,897-5,1993-11-20,23,11,870,Y
안양시,,코오롱하늘채,석수3동,786,2010-01-28,22,11,553,Y
안양시,,평촌1차한양,달안동,1109,1992-11-25,20,25,3227,Y
안양시,,평촌e-편한세상,평촌동,27395,2000-06-11,16,7,220,Y
안양시,,평촌대성유니드,호계2동,891-6,2019-04-25,26,3,203,Y
안양시,,평촌더샵센트럴시티,관양2동,1815,2016-06-28,32,10,1459,Y
안양시,,평촌더샵아이파크,호계1동,1287,2019-03-28,33,13,1174,Y
안양시,,평촌삼성래미안,평촌동,34,2000-05-30,26,6,535,Y
안양시,,평촌어바인퍼스트1단지,호계1동,1296,2021-04-07,29,22,2613,Y
안양시,,평촌어바인퍼스트2단지,호계1동,956,2021-04-07,26,12,1237,Y
안양시,,평촌영풍,평촌동,130-1,2000-04-26,22,1,230,Y
안양시,,푸른마을삼성,호계2동,931,1999-01-23,14,4,231,Y
안양시,,프라자,안양9동,762-2,1987-04-23,15,6,637,Y
안양시,,한가람두산,부림동,1586-6,1995-11-28,16,6,436,Y
안양시,,한가람삼성,부림동,1586-5,1995-01-28,25,10,708,Y
안양시,,한가람세경,부림동,1589,1996-11-25,23,11,1292,Y
안양시,,한가람신라,부림동,1589-1,1992-07-31,23,9,1068,Y
안양시,,한가람한양6차,부림동,1586,1995-05-25,23,8,952,Y
안양시,,한남아파트,안양5동,467-24,1982-10-16,4,1,32,N
안양시,,한라비발디,박달2동,114,2000-09-27,28,12,1385,Y
안양시,,한림시티빌,안양6동,532-3,2001-03-19,11,1,31,N
안양시,,한마음임광1차,호계2동,895,1999-07-15,28,6,644,Y
안양시,,한마음임광2차,호계2동,893-1,2003-04-28,25,5,426,Y
안양시,,한미아파트,관양2동,1477,1986-05-23,5,5,233,N
안양시,,한미아파트,평촌동,132-3,1985-07-30,5,3,40,N
안양시,,한솔아파트107동,안양6동,431-27,2007-08-13,10,1,40,N
안양시,,한승미메이드,안양7동,155-2,2005-03-30,22,1,218,Y
안양시,,한양수자인아파트,석수2동,417-1,2009-03-25,15,3,126,N
안양시,,한양수자인에듀파크,박달2동,939,2017-11-15,29,6,348,Y
안양시,,한일미래아파트,평촌동,66-6.,1999-10-29,19,1,129,N
안양시,,한일유앤아이,박달2동,607-1,2005-02-25,22,6,375,Y
안양시,,해오름아파트,관양1동,1454-4,2007-10-22,6,1,30,N
안양시,,향촌롯데,평안동,899,1993-03-27,18,8,530,Y
안양시,,향촌현대4차,평안동,899-2,1992-11-28,25,8,552,Y
안양시,,향촌현대5차,평안동,899-7,1993-04-30,25,11,780,Y
안양시,,현대연립,관양1동,1394,1985-09-28,3,2,20,N
안양시,,현암아파트,비산3동,1058,1988-04-01,5,1,41,N
안양시,,호계 e편한세상,호계3동,813,2003-12-15,27,20,1752,Y
안양시,,호계1차현대홈타운,호계2동,914-40,2002-11-22,25,7,604,Y
안양시,,호계2차현대홈타운,호계3동,811,2003-11-19,27,24,1977,Y
안양시,,호계동미원(美苑)아파트,호계2동,335-2,2013-02-26,13,1,48,N
안양시,,호계동원베네스트아파트,호계1동,991,2006-11-09,13,1,59,N
안양시,,호계럭키,호계2동,570,1992-12-26,15,12,794,Y
안양시,,호계마젤란21아파트,호계2동,919-2,2006-01-10,14,1,71,N
안양시,,호계삼익,호계3동,766-4,1996-10-30,22,1,261,Y
안양시,,호계신도브래뉴,호계2동,923-28,2004-09-03,20,1,203,Y
안양시,,호계신성미소지움,호계2동,923-21,2004-12-01,22,4,361,Y
안양시,,호계임광3차그대가,호계2동,923-35,2005-12-29,21,1,148,N
안양시,,호계푸르지오,호계1동,1279,2015-06-28,18,10,410,Y
안양시,,호계현대,호계3동,828-4,1999-12-10,22,2,212,Y
안양시,,화성파크드림,비산2동,1166,2014-10-23,24,2,191,Y
안양시,,효성화운트빌,안양9동,976-6,2003-07-30,24,4,350,Y
안양시,,흥화,안양3동,716-5,1996-04-29,19,1,152,Y
안양시,,흥화,호계2동,927,1999-08-18,18,1,195,Y
안양시,,흥화브라운빌2차아파트,호계2동,337,2005-04-16,18,2,149,N
안양시,,힐스테이트석수,석수1동,386-1,2015-07-29,17,5,239,Y
양주시,,GS건설제이드웰NHF,옥정동,1085,2018-11-30,29,9,947,N
양주시,,TS 푸른솔2차아파트,고읍동,74,2000-05-01,19,3,204,Y
양주시,,e편한세상 옥정 더 퍼스트,옥정동,936,2020-01-30,28,11,811,Y
양주시,,㈜리젠시빌주택,옥정동,1026,2018-08-14,27,9,514,Y
양주시,,가야2차아파트,백석읍 복지리,34029,1997-07-25,15,3,289,Y
양주시,,가야아파트,백석읍 복지리,94,1996-04-09,6,5,210,N
양주시,,거산토건,남면 신산리,323-3,1993-02-15,5,1,60,N
양주시,,고읍주공6단지,만송동,698,2010-03-17,15,5,503,N
양주시,,고읍휴먼시아7단지,만송동,701,2010-04-20,15,8,773,N
양주시,,금호건설제이드웰NHF,옥정동,1084,2018-11-30,29,5,526,N
양주시,,대교산과내,백석읍 방성리,511-2,1999-11-27,15,4,298,Y
양주시,,대명연립,덕정동,135,1986-02-22,3,2,30,N
양주시,,대방노브랜드더시그니처,옥정동,968,2021-01-14,34,13,1483,Y
양주시,,대방노블랜드,광사동,131-4,2003-08-30,15,9,499,Y
양주시,,대성연립,덕계동,422-1,1985-11-19,3,2,30,N
양주시,,대성연립,덕계동,668,1986-01-24,3,2,48,N
양주시,,대원연립,덕계동,668,1988-11-12,3,5,72,N
양주시,,더파크포레계룡NHF(2단지),옥정동,1099,2020-03-05,29,10,901,N
양주시,,더파크포레태영NHF(1단지),옥정동,1098,2020-03-05,29,9,619,N
양주시,,덕계금용1차,덕계동,670,1991-06-15,12,1,188,Y
양주시,,덕계삼희,덕계동,271-44,1996-09-03,13,1,210,Y
양주시,,덕계신도브래뉴아파트,덕계동,857,2012-01-13,13,5,249,Y
양주시,,덕용주택,덕정동,산37-31,1986-01-31,3,4,48,N
양주시,,덕정융보,덕정동,280-5,1992-12-19,15,1,195,Y
양주시,,덕정일성트루엘,덕정동,536,2011-11-28,15,6,272,Y
양주시,,덕정주공1단지,덕정동,164,2000-12-11,25,10,792,Y
양주시,,덕정주공3단지,고암동,122,2001-05-02,25,13,1290,Y
양주시,,덕정주공4단지(청담마을),덕정동,210-2,2001-06-14,24,12,960,Y
양주시,,덕정주공5단지,덕정동,236,2000-08-01,20,20,1732,Y
양주시,,덕정주공8단지,고암동,584,2006-11-13,18,7,550,N
양주시,,덕정중흥S-클래스,고암동,582,2011-04-01,25,5,314,Y
양주시,,동원주택,남면 신산리,279-2,1986-06-05,2,1,22,N
양주시,,동화1차장미,백석읍 복지리,290,1999-07-05,15,4,203,Y
양주시,,동화3차옥시존,백석읍 복지리,292,2003-04-19,15,2,223,Y
양주시,,동화5차,백석읍 가업리,103-1,2005-10-14,15,9,439,Y
양주시,,동화6차옥시존,백석읍 복지리,567,2010-02-26,15,4,205,Y
양주시,,명성아파트,덕계동,707-25,1986-12-22,4,9,216,N
양주시,,명지아파트,덕정동,"146-5,6,7",1996-10-21,15,1,88,N
양주시,,모아미래도 파크뷰,옥정동,1026-1,2021-02-16,26,7,608,N
양주시,,백석가야5차,백석읍 복지리,80,2004-07-12,15,6,497,Y
양주시,,백석세아1차,백석읍 오산리,107-2,1993-09-20,17,2,282,Y
양주시,,백석세아2차,백석읍 방성리,162-4,1997-07-01,14,2,156,Y
양주시,,백석한승,백석읍 오산리,296,2001-08-25,13,6,499,Y
양주시,,범양마더빌,덕계동,854,2006-04-28,15,1,152,Y
양주시,,범양마더빌,덕계동,853,2006-04-28,12,6,356,Y
양주시,,벨라시티,광적면 가납리,905,2017-06-28,14,6,499,Y
양주시,,봉암주택,은현면 봉암리,171-1,1989-02-08,3,2,42,N
양주시,,산내들마을한양수자인1단지,고읍동,440,2009-11-10,15,11,598,Y
양주시,,산내들마을휴먼시아(4단지),고읍동,452,2010-04-12,15,5,330,N
양주시,,삼원연립,남면 신산리,308,1987-10-22,3,4,60,N
양주시,,샘터마을태영,백석읍 복지리,36192,1999-11-16,19,5,359,Y
양주시,,서광아침의빛아파트,백석읍 가업리,605,2008-07-10,15,9,492,Y
양주시,,선경연립,광적면 가납리,산54-7,1996-03-20,4,2,40,N
양주시,,성심주택,덕계동,452-1,1986-11-10,3,6,102,N
양주시,,성우아파트아침의미소,삼숭동,569,2004-03-12,15,11,920,Y
양주시,,세아(사원임대),백석읍 오산리,12055,1997-07-01,4,1,28,N
양주시,,세아청솔,백석읍 가업리,36161,2001-12-28,15,5,619,Y
양주시,,세영리첼레이크파크,옥정동,970,2019-03-08,25,17,1566,N
양주시,,세창리베하우스,옥정동,176,2003-06-20,15,18,998,Y
양주시,,송추우리마을,장흥면 부곡리,632-6,2011-05-17,10,10,140,N
양주시,,신도브래뉴8차,광사동,313-4,1999-09-22,15,7,460,Y
양주시,,양주 율정마을 13단지,옥정동,1046,2014-11-05,27,10,962,N
양주시,,양주TS푸른솔1차,고읍동,77,1999-09-28,19,6,494,Y
양주시,,양주TS푸른솔3차,삼숭동,632-2,2001-10-31,15,5,387,Y
양주시,,양주가납주공아파트,광적면 석우리,708-1,2006-03-24,8,7,390,N
양주시,,양주가야3차,백석읍 복지리,14977,1999-02-27,15,5,443,Y
양주시,,양주고읍LH13단지,광사동,717,2020-06-05,15,4,508,N
양주시,,양주고읍휴먼시아5단지,만송동,694,2010-04-23,15,7,531,N
양주시,,양주고읍휴먼시아8단지,만송동,700,2010-04-20,15,11,1124,N
양주시,,양주금광1차아파트,덕계동,646-1,2002-02-09,15,7,500,Y
양주시,,양주금광포란제2차,덕계동,424-1,2002-09-26,15,4,408,Y
양주시,,양주나래,삼숭동,564,1999-09-01,15,9,492,Y
양주시,,양주덕계신우,덕계동,417-1,1994-12-05,15,3,491,Y
양주시,,양주덕정6단지,고암동,580,2007-03-19,20,9,977,Y
양주시,,양주덕정주공2단지,고암동,121-2,2000-12-01,25,20,1935,Y
양주시,,양주덕정행복아파트,고암동,583-1,2020-09-10,14,2,280,N
양주시,,양주동화2차초록,백석읍 복지리,322-4,1999-12-03,15,9,572,Y
양주시,,양주백석1단지,백석읍 방성리,888,2010-04-27,15,9,324,N
양주시,,양주서희스타힐스1단지,덕정동,538,2014-05-19,18,4,207,Y
양주시,,양주서희스타힐스2단지,덕정동,540,2014-05-19,21,11,821,Y
양주시,,양주성우헤스티아,광적면 가납리,840,2004-12-08,12,8,444,Y
양주시,,양주송추푸른마을,장흥면 부곡리,579,1999-10-28,15,3,252,Y
양주시,,양주옥정3단지,옥정동,943,2018-07-18,27,9,1500,N
양주시,,양주우남퍼스트빌,고읍동,455,2009-09-24,15,8,376,Y
양주시,,양주자이1단지,삼숭동,686-1,2005-08-05,15,9,574,Y
양주시,,양주자이2단지,삼숭동,684-1,2005-08-05,15,14,786,Y
양주시,,양주자이3단지,삼숭동,683-1,2005-08-05,15,9,652,Y
양주시,,양주자이4단지,삼숭동,682-1,2005-08-05,15,12,852,Y
양주시,,양주자이5단지,삼숭동,681-1,2005-08-05,15,10,742,Y
양주시,,양주자이6단지,삼숭동,688,2006-04-13,15,8,561,Y
양주시,,양주자이7단지,삼숭동,689,2006-04-13,15,10,735,Y
양주시,,양주푸르지오,덕계동,852,2006-02-28,15,8,498,Y
양주시,,양주푸른옥마을,장흥면 일영리,44588,2001-10-31,15,7,263,Y
양주시,,양주한승,산북동,1,2001-09-19,15,5,498,Y
양주시,,양주현대,고읍동,94,1999-12-30,18,4,293,Y
양주시,,양주현대아파트,덕계동,203-6,1997-07-09,20,2,350,Y
양주시,,양주현진에버빌1단지,덕계동,855,2007-06-27,15,8,418,Y
양주시,,옥정16단지,옥정동,1047,2017-05-30,21,8,1618,N
양주시,,옥정8단지,옥정동,1032,2017-05-25,21,10,1550,N
양주시,,옥정센트럴푸르지오아파트,옥정동,955,2016-12-22,29,18,1862,Y
양주시,,우남송추마을아파트,장흥면 부곡리,491,2001-09-19,15,5,395,Y
양주시,,우미린아파트,고읍동,451,2009-08-27,15,11,513,Y
양주시,,유승한내들9단지,광사동,658,2009-10-30,15,8,470,Y
양주시,,윤중,덕계동,201,2002-11-18,20,2,320,Y
양주시,,율정마을7단지,옥정동,1027,2014-12-14,20,14,1256,N
양주시,,은빛마을유승한내들,만송동,697,2009-10-13,15,6,412,Y
양주시,,은빛마을한양수자인2단지,만송동,696,2010-01-05,15,9,434,Y
양주시,,이편한세상 양주,옥정동,958,2017-08-29,25,8,761,Y
양주시,,이편한세상 양주 2차,옥정동,1051,2018-05-24,25,13,1160,Y
양주시,,이편한세상 옥정메트로포레,옥정동,1095,2020-06-12,25,24,2038,Y
양주시,,진양,남면신산리,258,1995-09-30,2,5,20,N
양주시,,한국아파트,덕정동,221-6,1990-11-20,6,2,96,N
양주시,,한국아파트,덕정동,173-4,1991-07-11,6,1,48,N
양주시,,한국아파트(7통),덕정동,218-1,1989-12-02,6,1,60,N
양주시,,한국아파트(7통),덕정동,286-9,1989-12-02,6,3,156,N
양주시,,한국아파트(8통),덕정동,221-1,1990-08-21,6,1,60,N
양주시,,한주아파트,덕계동,669,1999-02-20,20,2,320,Y
양주시,,해동마을신도브래뉴,광사동,713,2009-11-30,15,14,744,Y
양주시,,해동마을한양수자인3차,광사동,712,2010-07-28,15,14,764,Y
양주시,,현진에버빌2단지,덕계동,856,2007-06-27,15,7,415,Y
양주시,,회정금용,회정동,871,1992-10-19,15,2,184,Y
양주시,,회정범양,회정동,369,2003-07-09,19,19,883,Y
양주시,,휴먼시아하늘빛마을,고암동,583,2007-05-21,23,8,608,Y
양주시,,희망아파트,광적면 광석리,44562,1996-12-21,15,4,436,Y
양평군,,SK VIEW,양평읍,651,2006-02-15,14,4,168,Y
양평군,,그린1차아파트,양평읍,137-29,1992-05-02,15,2,220,Y
양평군,,금광1차아파트,양평읍,170-43,1992-02-01,15,1,135,N
양평군,,금광2차아파트,양평읍,170-7,1995-06-05,13,1,120,N
양평군,,꽃여울아파트,용문면,750,2007-05-01,5,2,75,N
양평군,,대은팰리스뷰,양평읍,657,2013-10-10,15,1,41,N
양평군,,더리버파크,양수리,574,2019-10-23,19,1,64,N
양평군,,더블유캐슬,양수리,1187,2018-10-31,10,1,49,N
양평군,,미담채,양평읍,778-1,2020-07-27,5,1,26,N
양평군,,미르젠아파트,양평읍,653,2008-11-14,12,2,53,N
양평군,,밀레니엄,용문면,325-24,2020-08-13,14,1,72,N
양평군,,백운연립,양평읍,169-6,1984-12-26,3,3,30,N
양평군,,벽산블루밍1단지,양평읍,875,2010-08-26,18,8,487,Y
양평군,,벽산블루밍2단지,양평읍,876,2010-08-26,19,7,441,Y
양평군,,비바체아파트,개군면,454,2009-12-10,15,1,40,N
양평군,,송이연립,양평읍,170-10,1987-01-08,3,1,36,N
양평군,,스카이파크,양평읍,656,2013-06-27,15,1,49,N
양평군,,심미에셈빌아파트,용문면,647,2004-02-03,20,1,108,N
양평군,,양수리 아이파크1단지,양서면,1185,2009-08-24,12,1,42,N
양평군,,양수리 아이파크2단지,양서면,1186,2009-08-24,14,1,50,N
양평군,,양수삼익아파트,양서면,621-13,1999-05-04,17,6,299,Y
양평군,,양평그린2차,양평읍,137-48,1995-06-12,15,1,252,Y
양평군,,에델바움,용담리,704,2018-11-22,15,1,52,N
양평군,,예청그린팰리스,양평읍,441-26,2008-07-02,12,1,29,N
양평군,,용문그린아파트,용문면,691-6,2004-03-03,15,1,120,N
양평군,,용문코아루,용문면,1052,2016-11-25,19,4,280,Y
양평군,,코아루리버팰리스,양평읍,655,2010-03-12,15,3,136,N
양평군,,태양연립,양평읍,526-10,1983-12-27,3,3,39,N
양평군,,한신휴플러스,양평읍,885,2016-07-01,18,5,350,Y
양평군,,해모로아파트,양평읍,652,2007-08-09,12,4,120,N
양평군,,행복마을,양평읍,883,2003-05-21,15,5,490,Y
양평군,,현대,양평읍,140-8,1996-09-30,22,4,358,Y
양평군,,현대성우1단지,강상면,1205,2010-03-31,15,2,168,Y
양평군,,현대성우2단지,강상면,867,2010-03-30,15,7,270,Y
양평군,,현대성우3단지,강상면,1207,2010-04-21,15,6,250,Y
